,SurveyType,SurveyYear,Location,Indicator,Mean_value
1996,DHS,2005,Kigali,Place of delivery: Health facility,57.43333333333334
1997,DHS,2005,Kigali,Polio 3 vaccination received,76.4
1998,DHS,2005,Kigali,Population using an improved water source,64.5
1999,DHS,2005,Kigali,Population who slept under an insecticide-treated mosquito net (ITN) last night,19.8
2000,DHS,2005,Kigali,Population with an improved sanitation facility,57.4
2001,DHS,2005,Kigali,Postneonatal mortality rate,40.0
2002,DHS,2005,Kigali,Pregnant women who slept under an insecticide-treated net (ITN),22.5
2003,DHS,2005,Kigali,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",22.3
2004,DHS,2005,Kigali,SP/Fansidar 3+ doses during pregnancy,1.3
2005,DHS,2005,Kigali,Total fertility rate 15-49,4.3
2006,DHS,2005,Kigali,Total wanted fertility rate,3.4
2007,DHS,2005,Kigali,Treatment of diarrhea: Either ORS or RHF,32.2
2008,DHS,2005,Kigali,Under-five mortality rate,124.0
2009,DHS,2005,Kigali,Unmet need for family planning,31.1
2010,DHS,2005,Kigali,Wife beating justified for at least one specific reason [Men],24.5
2011,DHS,2005,Kigali,Wife beating justified for at least one specific reason [Women],38.0
2012,DHS,2005,Kigali,Women receiving an HIV test and receiving test results in the last 12 months,24.7
2013,DHS,2005,Kigali,"Women reporting an STI, genital dicharge, or a sore or ulcer",6.9
2014,DHS,2005,Kigali,Women who are literate,85.0
2015,DHS,2005,Kigali,Women who are overweight or obese according to BMI (>=25.0),22.2
2016,DHS,2005,Kigali,Women who are thin according to BMI (<18.5),9.7
2017,DHS,2005,Kigali,Women who decide themselves how their earnings are used,61.0
2018,DHS,2005,Kigali,Women who ever experienced sexual violence,20.1
2019,DHS,2005,Kigali,Women who smoke cigarettes,0.6
2020,DHS,2005,Kigali,Women who want no more children,59.9
2021,DHS,2005,Kigali,Women with any anemia,24.8
2022,DHS,2005,Kigali,Women with no education,11.3
2023,DHS,2005,Kigali,Women with secondary or higher education,30.1
2024,DHS,2005,North,Accepting attitudes towards those living with HIV - Composite of 4 components [Men],51.2
2025,DHS,2005,North,Accepting attitudes towards those living with HIV - Composite of 4 components [Women],40.9
2026,DHS,2005,North,Antenatal care from a skilled provider,96.83333333333333
2027,DHS,2005,North,Antenatal visits for pregnancy: 4+ visits,14.833333333333334
2028,DHS,2005,North,Assistance during delivery from a skilled provider,30.166666666666668
2029,DHS,2005,North,BCG vaccination received,99.0
2030,DHS,2005,North,Child mortality rate,77.0
2031,DHS,2005,North,Children registered,89.0
2032,DHS,2005,North,Children stunted,56.4
2033,DHS,2005,North,Children under 5 who slept under an insecticide-treated net (ITN),7.1
2034,DHS,2005,North,Children underweight,18.9
2035,DHS,2005,North,Children wasted,4.4
2036,DHS,2005,North,Children with ARI for whom advice or treatment was sought,53.25
2037,DHS,2005,North,Children with any anemia,43.5
2038,DHS,2005,North,Children with diarrhea,16.5
2039,DHS,2005,North,Children with fever for whom advice or treatment was sought,49.633333333333326
2040,DHS,2005,North,Children with fever in the last two weeks,24.9
2041,DHS,2005,North,Children with hemoglobin lower than 8.0 g/dl,4.1
2042,DHS,2005,North,Children with symptoms of ARI,15.95
2043,DHS,2005,North,Comprehensive correct knowledge about AIDS [Men],59.6
2044,DHS,2005,North,Comprehensive correct knowledge about AIDS [Women],53.4
2045,DHS,2005,North,DPT 3 vaccination received,90.3
2046,DHS,2005,North,Delivery by cesarean section,1.5999999999999999
2047,DHS,2005,North,Demand for family planning satisfied,28.0
2048,DHS,2005,North,Demand for family planning satisfied by modern methods,17.2
2049,DHS,2005,North,Ever experienced physical violence since age 15,31.6
2050,DHS,2005,North,"Feeding practices during diarrhea: Continued feeding, and ORT and/or increased fluids",20.200000000000003
2051,DHS,2005,North,Feeding practices during diarrhea: ORT and continued feeding,10.899999999999999
2052,DHS,2005,North,Fully vaccinated (8 basic antigens),81.2
2053,DHS,2005,North,Gender parity index for net primary school attendance,1.02
2054,DHS,2005,North,Gender parity index for net secondary school attendance,0.81
2055,DHS,2005,North,General fertility rate,203.0
2056,DHS,2005,North,HIV prevalence among general population,1.9
2057,DHS,2005,North,HIV prevalence among men,0.9
2058,DHS,2005,North,HIV prevalence among women,2.6
2059,DHS,2005,North,Households with at least one insecticide-treated mosquito net (ITN),7.9
2060,DHS,2005,North,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,1.5
2061,DHS,2005,North,Households with electricity,2.4
2062,DHS,2005,North,Households with iodized salt,99.5
2063,DHS,2005,North,Infant mortality rate,89.0
2064,DHS,2005,North,Knowledge of prevention of mother to child transmission of HIV [Men],65.0
2065,DHS,2005,North,Knowledge of prevention of mother to child transmission of HIV [Women],61.4
2066,DHS,2005,North,Married women currently using any method of contraception,16.0
2067,DHS,2005,North,Married women currently using any modern method of contraception,9.8
2068,DHS,2005,North,Mean Body Mass Index (BMI) for women,22.2
2069,DHS,2005,North,Mean ideal number of children for all women,4.3
2070,DHS,2005,North,Measles vaccination received,92.1
2071,DHS,2005,North,Median age at first birth for women age 25-49,21.6
2072,DHS,2005,North,"Median age at first marriage [Men]: 25-49(54,59)",24.3
2073,DHS,2005,North,Median age at first marriage [Women]: 25-49,20.2
2074,DHS,2005,North,"Median age at first sexual intercourse [Men]: 25-49(54,59)",21.1
2075,DHS,2005,North,Median age at first sexual intercourse [Women]: 25-49,19.9
2076,DHS,2005,North,Median duration of any breastfeeding,24.9
2077,DHS,2005,North,Median duration of exclusive breastfeeding,6.2
2078,DHS,2005,North,Median duration of predominant breastfeeding,6.3
2079,DHS,2005,North,Men circumcised,5.0
2080,DHS,2005,North,Men receiving an HIV test and receiving test results in the last 12 months,13.2
2081,DHS,2005,North,"Men reporting an STI, genital dicharge, or a sore or ulcer",2.6
2082,DHS,2005,North,Men who are literate,76.7
2083,DHS,2005,North,Men who smoke cigarettes,14.4
2084,DHS,2005,North,Men with no education,18.5
2085,DHS,2005,North,Men with secondary or higher education,10.4
2086,DHS,2005,North,Neonatal mortality rate,42.0
2087,DHS,2005,North,Persons with access to an insecticide-treated mosquito net (ITN),4.4
2088,DHS,2005,North,Physical or sexual violence committed by husband/partner,34.1
2089,DHS,2005,North,Physical or sexual violence committed by husband/partner in last 12 months,22.1
2090,DHS,2005,North,Place of delivery: Health facility,29.799999999999997
2091,DHS,2005,North,Polio 3 vaccination received,86.6
2092,DHS,2005,North,Population using an improved water source,32.3
2093,DHS,2005,North,Population who slept under an insecticide-treated mosquito net (ITN) last night,4.6
2094,DHS,2005,North,Population with an improved sanitation facility,21.7
2095,DHS,2005,North,Postneonatal mortality rate,47.0
2096,DHS,2005,North,Pregnant women who slept under an insecticide-treated net (ITN),11.7
2097,DHS,2005,North,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",16.1
2098,DHS,2005,North,SP/Fansidar 3+ doses during pregnancy,0.2
2099,DHS,2005,North,Total fertility rate 15-49,6.4
2100,DHS,2005,North,Total wanted fertility rate,4.8
2101,DHS,2005,North,Treatment of diarrhea: Either ORS or RHF,18.3
2102,DHS,2005,North,Under-five mortality rate,160.0
2103,DHS,2005,North,Unmet need for family planning,41.1
2104,DHS,2005,North,Wife beating justified for at least one specific reason [Men],29.7
2105,DHS,2005,North,Wife beating justified for at least one specific reason [Women],44.1
2106,DHS,2005,North,Women receiving an HIV test and receiving test results in the last 12 months,11.1
2107,DHS,2005,North,"Women reporting an STI, genital dicharge, or a sore or ulcer",2.6
2108,DHS,2005,North,Women who are literate,69.5
2109,DHS,2005,North,Women who are overweight or obese according to BMI (>=25.0),13.3
2110,DHS,2005,North,Women who are thin according to BMI (<18.5),6.6
2111,DHS,2005,North,Women who decide themselves how their earnings are used,41.3
2112,DHS,2005,North,Women who ever experienced sexual violence,7.9
2113,DHS,2005,North,Women who smoke cigarettes,0.1
2114,DHS,2005,North,Women who want no more children,37.199999999999996
2115,DHS,2005,North,Women with any anemia,17.7
2116,DHS,2005,North,Women with no education,25.4
2117,DHS,2005,North,Women with secondary or higher education,9.4
2118,DHS,2005,South,Accepting attitudes towards those living with HIV - Composite of 4 components [Men],63.8
2119,DHS,2005,South,Accepting attitudes towards those living with HIV - Composite of 4 components [Women],55.8
2120,DHS,2005,South,Antenatal care from a skilled provider,95.36666666666667
2121,DHS,2005,South,Antenatal visits for pregnancy: 4+ visits,14.533333333333333
2122,DHS,2005,South,Assistance during delivery from a skilled provider,30.466666666666665
2123,DHS,2005,South,BCG vaccination received,98.3
2124,DHS,2005,South,Child mortality rate,80.0
2125,DHS,2005,South,Children registered,84.9
2126,DHS,2005,South,Children stunted,52.7
2127,DHS,2005,South,Children under 5 who slept under an insecticide-treated net (ITN),15.7
2128,DHS,2005,South,Children underweight,22.0
2129,DHS,2005,South,Children wasted,5.9
2130,DHS,2005,South,Children with ARI for whom advice or treatment was sought,62.55
2131,DHS,2005,South,Children with any anemia,47.0
2132,DHS,2005,South,Children with diarrhea,16.15
2133,DHS,2005,South,Children with fever for whom advice or treatment was sought,56.93333333333334
2134,DHS,2005,South,Children with fever in the last two weeks,31.05
2135,DHS,2005,South,Children with hemoglobin lower than 8.0 g/dl,6.0
2136,DHS,2005,South,Children with symptoms of ARI,18.7
2137,DHS,2005,South,Comprehensive correct knowledge about AIDS [Men],66.6
2138,DHS,2005,South,Comprehensive correct knowledge about AIDS [Women],60.0
2139,DHS,2005,South,DPT 3 vaccination received,92.5
2140,DHS,2005,South,Delivery by cesarean section,3.6666666666666665
2141,DHS,2005,South,Demand for family planning satisfied,28.0
2142,DHS,2005,South,Demand for family planning satisfied by modern methods,15.8
2143,DHS,2005,South,Ever experienced physical violence since age 15,31.3
2144,DHS,2005,South,"Feeding practices during diarrhea: Continued feeding, and ORT and/or increased fluids",24.799999999999997
2145,DHS,2005,South,Feeding practices during diarrhea: ORT and continued feeding,4.55
2146,DHS,2005,South,Fully vaccinated (8 basic antigens),84.3
2147,DHS,2005,South,Gender parity index for net primary school attendance,1.03
2148,DHS,2005,South,Gender parity index for net secondary school attendance,1.16
2149,DHS,2005,South,General fertility rate,174.0
2150,DHS,2005,South,HIV prevalence among general population,2.7
2151,DHS,2005,South,HIV prevalence among men,2.0
2152,DHS,2005,South,HIV prevalence among women,3.1
2153,DHS,2005,South,Households with at least one insecticide-treated mosquito net (ITN),16.0
2154,DHS,2005,South,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,2.6
2155,DHS,2005,South,Households with electricity,2.8
2156,DHS,2005,South,Households with iodized salt,99.6
2157,DHS,2005,South,Infant mortality rate,107.0
2158,DHS,2005,South,Knowledge of prevention of mother to child transmission of HIV [Men],73.0
2159,DHS,2005,South,Knowledge of prevention of mother to child transmission of HIV [Women],65.0
2160,DHS,2005,South,Married women currently using any method of contraception,14.8
2161,DHS,2005,South,Married women currently using any modern method of contraception,8.4
2162,DHS,2005,South,Mean Body Mass Index (BMI) for women,21.3
2163,DHS,2005,South,Mean ideal number of children for all women,4.3
2164,DHS,2005,South,Measles vaccination received,94.1
2165,DHS,2005,South,Median age at first birth for women age 25-49,22.9
2166,DHS,2005,South,Median age at first marriage [Women]: 25-49,21.8
2167,DHS,2005,South,"Median age at first sexual intercourse [Men]: 25-49(54,59)",21.3
2168,DHS,2005,South,Median age at first sexual intercourse [Women]: 25-49,21.1
2169,DHS,2005,South,Median duration of any breastfeeding,27.5
2170,DHS,2005,South,Median duration of exclusive breastfeeding,5.7
2171,DHS,2005,South,Median duration of predominant breastfeeding,5.8
2172,DHS,2005,South,Men circumcised,3.5
2173,DHS,2005,South,Men receiving an HIV test and receiving test results in the last 12 months,7.7
2174,DHS,2005,South,"Men reporting an STI, genital dicharge, or a sore or ulcer",2.1
2175,DHS,2005,South,Men who are literate,75.7
2176,DHS,2005,South,Men who smoke cigarettes,17.0
2177,DHS,2005,South,Men with no education,15.0
2178,DHS,2005,South,Men with secondary or higher education,10.7
2179,DHS,2005,South,Neonatal mortality rate,48.0
2180,DHS,2005,South,Persons with access to an insecticide-treated mosquito net (ITN),8.8
2181,DHS,2005,South,Physical or sexual violence committed by husband/partner,37.1
2182,DHS,2005,South,Physical or sexual violence committed by husband/partner in last 12 months,29.9
2183,DHS,2005,South,Place of delivery: Health facility,30.333333333333332
2184,DHS,2005,South,Polio 3 vaccination received,88.8
2185,DHS,2005,South,Population using an improved water source,21.4
2186,DHS,2005,South,Population who slept under an insecticide-treated mosquito net (ITN) last night,9.7
2187,DHS,2005,South,Population with an improved sanitation facility,35.7
2188,DHS,2005,South,Postneonatal mortality rate,59.0
2189,DHS,2005,South,Pregnant women who slept under an insecticide-treated net (ITN),19.1
2190,DHS,2005,South,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",18.2
2191,DHS,2005,South,SP/Fansidar 3+ doses during pregnancy,0.9
2192,DHS,2005,South,Total fertility rate 15-49,5.6
2193,DHS,2005,South,Total wanted fertility rate,4.4
2194,DHS,2005,South,Treatment of diarrhea: Either ORS or RHF,18.049999999999997
2195,DHS,2005,South,Under-five mortality rate,178.0
2196,DHS,2005,South,Unmet need for family planning,38.2
2197,DHS,2005,South,Wife beating justified for at least one specific reason [Men],28.8
2198,DHS,2005,South,Wife beating justified for at least one specific reason [Women],41.3
2199,DHS,2005,South,Women receiving an HIV test and receiving test results in the last 12 months,9.1
2200,DHS,2005,South,"Women reporting an STI, genital dicharge, or a sore or ulcer",4.1
2201,DHS,2005,South,Women who are literate,72.8
2202,DHS,2005,South,Women who are overweight or obese according to BMI (>=25.0),7.1
2203,DHS,2005,South,Women who are thin according to BMI (<18.5),13.1
2204,DHS,2005,South,Women who decide themselves how their earnings are used,31.1
2205,DHS,2005,South,Women who ever experienced sexual violence,14.7
2206,DHS,2005,South,Women who smoke cigarettes,0.3
2207,DHS,2005,South,Women who want no more children,38.825
2208,DHS,2005,South,Women with any anemia,28.3
2209,DHS,2005,South,Women with no education,20.3
2210,DHS,2005,South,Women with secondary or higher education,8.3
2211,DHS,2005,West,Accepting attitudes towards those living with HIV - Composite of 4 components [Men],41.6
2212,DHS,2005,West,Accepting attitudes towards those living with HIV - Composite of 4 components [Women],35.3
2213,DHS,2005,West,Antenatal care from a skilled provider,93.10000000000001
2214,DHS,2005,West,Antenatal visits for pregnancy: 4+ visits,11.133333333333333
2215,DHS,2005,West,Assistance during delivery from a skilled provider,25.76666666666667
2216,DHS,2005,West,BCG vaccination received,96.7
2217,DHS,2005,West,Child mortality rate,87.0
2218,DHS,2005,West,Children registered,78.8
2219,DHS,2005,West,Children stunted,53.2
2220,DHS,2005,West,Children under 5 who slept under an insecticide-treated net (ITN),12.0
2221,DHS,2005,West,Children underweight,15.1
2222,DHS,2005,West,Children wasted,2.8
2223,DHS,2005,West,Children with ARI for whom advice or treatment was sought,45.599999999999994
2224,DHS,2005,West,Children with any anemia,58.2
2225,DHS,2005,West,Children with diarrhea,15.35
2226,DHS,2005,West,Children with fever for whom advice or treatment was sought,41.833333333333336
2227,DHS,2005,West,Children with fever in the last two weeks,25.05
2228,DHS,2005,West,Children with hemoglobin lower than 8.0 g/dl,2.9
2229,DHS,2005,West,Children with symptoms of ARI,16.6
2230,DHS,2005,West,Comprehensive correct knowledge about AIDS [Men],47.2
2231,DHS,2005,West,Comprehensive correct knowledge about AIDS [Women],39.6
2232,DHS,2005,West,Condom use during higher-risk sex (with multiple partners) [Men],16.2
2233,DHS,2005,West,DPT 3 vaccination received,84.4
2234,DHS,2005,West,Delivery by cesarean section,2.9333333333333336
2235,DHS,2005,West,Demand for family planning satisfied,26.7
2236,DHS,2005,West,Demand for family planning satisfied by modern methods,19.0
2237,DHS,2005,West,Ever experienced physical violence since age 15,27.2
2238,DHS,2005,West,"Feeding practices during diarrhea: Continued feeding, and ORT and/or increased fluids",24.450000000000003
2239,DHS,2005,West,Feeding practices during diarrhea: ORT and continued feeding,13.45
2240,DHS,2005,West,Fully vaccinated (8 basic antigens),72.0
2241,DHS,2005,West,Gender parity index for net primary school attendance,1.04
2242,DHS,2005,West,Gender parity index for net secondary school attendance,0.68
2243,DHS,2005,West,General fertility rate,202.0
2244,DHS,2005,West,HIV prevalence among general population,3.2
2245,DHS,2005,West,HIV prevalence among men,2.4
2246,DHS,2005,West,HIV prevalence among women,3.7
2247,DHS,2005,West,Households with at least one insecticide-treated mosquito net (ITN),14.0
2248,DHS,2005,West,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,2.6
2249,DHS,2005,West,Households with electricity,2.9
2250,DHS,2005,West,Households with iodized salt,97.1
2251,DHS,2005,West,Infant mortality rate,100.0
2252,DHS,2005,West,Knowledge of prevention of mother to child transmission of HIV [Men],59.8
2253,DHS,2005,West,Knowledge of prevention of mother to child transmission of HIV [Women],57.5
2254,DHS,2005,West,Married women currently using any method of contraception,14.5
2255,DHS,2005,West,Married women currently using any modern method of contraception,10.3
2256,DHS,2005,West,Mean Body Mass Index (BMI) for women,21.9
2257,DHS,2005,West,Mean ideal number of children for all women,4.6
2258,DHS,2005,West,Measles vaccination received,82.5
2259,DHS,2005,West,Median age at first birth for women age 25-49,21.7
2260,DHS,2005,West,"Median age at first marriage [Men]: 25-49(54,59)",23.3
2261,DHS,2005,West,Median age at first marriage [Women]: 25-49,20.4
2262,DHS,2005,West,"Median age at first sexual intercourse [Men]: 25-49(54,59)",20.5
2263,DHS,2005,West,Median age at first sexual intercourse [Women]: 25-49,20.0
2264,DHS,2005,West,Median duration of any breastfeeding,25.9
2265,DHS,2005,West,Median duration of exclusive breastfeeding,5.6
2266,DHS,2005,West,Median duration of predominant breastfeeding,6.0
2267,DHS,2005,West,Men circumcised,15.0
2268,DHS,2005,West,Men receiving an HIV test and receiving test results in the last 12 months,9.6
2269,DHS,2005,West,"Men reporting an STI, genital dicharge, or a sore or ulcer",3.7
2270,DHS,2005,West,Men who are literate,78.6
2271,DHS,2005,West,Men who smoke cigarettes,8.8
2272,DHS,2005,West,Men with no education,16.4
2273,DHS,2005,West,Men with secondary or higher education,11.2
2274,DHS,2005,West,Neonatal mortality rate,43.0
2275,DHS,2005,West,Persons with access to an insecticide-treated mosquito net (ITN),7.7
2276,DHS,2005,West,Physical or sexual violence committed by husband/partner,32.2
2277,DHS,2005,West,Physical or sexual violence committed by husband/partner in last 12 months,24.9
2278,DHS,2005,West,Place of delivery: Health facility,25.833333333333332
2279,DHS,2005,West,Polio 3 vaccination received,82.6
2280,DHS,2005,West,Population using an improved water source,35.5
2281,DHS,2005,West,Population who slept under an insecticide-treated mosquito net (ITN) last night,8.1
2282,DHS,2005,West,Population with an improved sanitation facility,31.7
2283,DHS,2005,West,Postneonatal mortality rate,57.0
2284,DHS,2005,West,Pregnant women who slept under an insecticide-treated net (ITN),16.4
2285,DHS,2005,West,"Prevalence of orphanhood: children under 18 who are orphans - mother, father or both dead",17.5
2286,DHS,2005,West,SP/Fansidar 3+ doses during pregnancy,0.1
2287,DHS,2005,West,Total fertility rate 15-49,6.6
2288,DHS,2005,West,Total wanted fertility rate,4.9
2289,DHS,2005,West,Treatment of diarrhea: Either ORS or RHF,23.65
2290,DHS,2005,West,Under-five mortality rate,179.0
2291,DHS,2005,West,Unmet need for family planning,39.7
2292,DHS,2005,West,Wife beating justified for at least one specific reason [Men],37.2
2293,DHS,2005,West,Wife beating justified for at least one specific reason [Women],54.4
2294,DHS,2005,West,Women receiving an HIV test and receiving test results in the last 12 months,10.3
2295,DHS,2005,West,"Women reporting an STI, genital dicharge, or a sore or ulcer",6.1
2296,DHS,2005,West,Women who are literate,65.8
2297,DHS,2005,West,Women who are overweight or obese according to BMI (>=25.0),10.4
2298,DHS,2005,West,Women who are thin according to BMI (<18.5),8.1
2299,DHS,2005,West,Women who decide themselves how their earnings are used,21.9
2300,DHS,2005,West,Women who ever experienced sexual violence,10.5
2301,DHS,2005,West,Women who smoke cigarettes,0.1
2302,DHS,2005,West,Women who want no more children,34.1375
2303,DHS,2005,West,Women with any anemia,22.8
2304,DHS,2005,West,Women with no education,28.1
2305,DHS,2005,West,Women with secondary or higher education,6.2
2306,DHS,2008,East,Antenatal care from a skilled provider,95.60000000000001
2307,DHS,2008,East,Antenatal visits for pregnancy: 4+ visits,21.099999999999998
2308,DHS,2008,East,Assistance during delivery from a skilled provider,57.73333333333333
2309,DHS,2008,East,BCG vaccination received,95.8
2310,DHS,2008,East,Child mortality rate,98.0
2311,DHS,2008,East,Children consuming vitamin A supplements,74.3
2312,DHS,2008,East,Children under 5 who slept under an insecticide-treated net (ITN),56.1
2313,DHS,2008,East,Children with ARI for whom advice or treatment was sought,35.0
2314,DHS,2008,East,Children with any anemia,40.5
2315,DHS,2008,East,Children with diarrhea,15.9
2316,DHS,2008,East,Children with fever for whom advice or treatment was sought,46.26666666666667
2317,DHS,2008,East,Children with fever in the last two weeks,24.299999999999997
2318,DHS,2008,East,Children with hemoglobin lower than 8.0 g/dl,2.6
2319,DHS,2008,East,Children with symptoms of ARI,16.55
2320,DHS,2008,East,DPT 3 vaccination received,88.2
2321,DHS,2008,East,Demand for family planning satisfied,49.0
2322,DHS,2008,East,Demand for family planning satisfied by modern methods,37.7
2323,DHS,2008,East,"Feeding practices during diarrhea: Continued feeding, and ORT and/or increased fluids",26.3
2324,DHS,2008,East,Feeding practices during diarrhea: ORT and continued feeding,11.8
2325,DHS,2008,East,Fully vaccinated (8 basic antigens),76.7
2326,DHS,2008,East,General fertility rate,195.0
2327,DHS,2008,East,Households with at least one insecticide-treated mosquito net (ITN),62.9
2328,DHS,2008,East,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,20.2
2329,DHS,2008,East,Households with electricity,1.2
2330,DHS,2008,East,Infant mortality rate,84.0
2331,DHS,2008,East,Married women currently using any method of contraception,34.2
2332,DHS,2008,East,Married women currently using any modern method of contraception,26.3
2333,DHS,2008,East,Mean ideal number of children for all women,3.3
2334,DHS,2008,East,Measles vaccination received,89.2
2335,DHS,2008,East,Median age at first birth for women age 25-49,21.6
2336,DHS,2008,East,Median duration of any breastfeeding,24.6
2337,DHS,2008,East,Men circumcised,6.8
2338,DHS,2008,East,Men with no education,17.7
2339,DHS,2008,East,Men with secondary or higher education,10.5
2340,DHS,2008,East,Neonatal mortality rate,30.0
2341,DHS,2008,East,Persons with access to an insecticide-treated mosquito net (ITN),43.8
2342,DHS,2008,East,Place of delivery: Health facility,48.53333333333333
2343,DHS,2008,East,Polio 3 vaccination received,83.6
2344,DHS,2008,East,Population using an improved water source,44.4
2345,DHS,2008,East,Population who slept under an insecticide-treated mosquito net (ITN) last night,43.9
2346,DHS,2008,East,Population with an improved sanitation facility,59.5
2347,DHS,2008,East,Postneonatal mortality rate,54.0
2348,DHS,2008,East,Pregnant women who slept under an insecticide-treated net (ITN),64.9
2349,DHS,2008,East,SP/Fansidar 3+ doses during pregnancy,2.9
2350,DHS,2008,East,Tetanus protection at birth,73.23333333333333
2351,DHS,2008,East,Total fertility rate 15-49,5.8
2352,DHS,2008,East,Total wanted fertility rate,3.8
2353,DHS,2008,East,Treatment of diarrhea: Either ORS or RHF,22.25
2354,DHS,2008,East,Under-five mortality rate,174.0
2355,DHS,2008,East,Unmet need for family planning,35.7
2356,DHS,2008,East,Women who want no more children,45.9375
2357,DHS,2008,East,Women with any anemia,19.9
2358,DHS,2008,East,Women with no education,23.5
2359,DHS,2008,East,Women with secondary or higher education,8.8
2360,DHS,2008,Kigali,Antenatal care from a skilled provider,95.09999999999998
2361,DHS,2008,Kigali,Antenatal visits for pregnancy: 4+ visits,25.3
2362,DHS,2008,Kigali,Assistance during delivery from a skilled provider,69.8
2363,DHS,2008,Kigali,BCG vaccination received,94.6
2364,DHS,2008,Kigali,Child mortality rate,44.0
2365,DHS,2008,Kigali,Children consuming vitamin A supplements,72.3
2366,DHS,2008,Kigali,Children under 5 who slept under an insecticide-treated net (ITN),61.3
2367,DHS,2008,Kigali,Children with ARI for whom advice or treatment was sought,46.75
2368,DHS,2008,Kigali,Children with any anemia,39.3
2369,DHS,2008,Kigali,Children with diarrhea,16.75
2370,DHS,2008,Kigali,Children with fever for whom advice or treatment was sought,46.56666666666666
2371,DHS,2008,Kigali,Children with fever in the last two weeks,20.299999999999997
2372,DHS,2008,Kigali,Children with hemoglobin lower than 8.0 g/dl,1.5
2373,DHS,2008,Kigali,Children with symptoms of ARI,14.5
2374,DHS,2008,Kigali,DPT 3 vaccination received,85.6
2375,DHS,2008,Kigali,Demand for family planning satisfied,61.6
2376,DHS,2008,Kigali,Demand for family planning satisfied by modern methods,50.9
2377,DHS,2008,Kigali,"Feeding practices during diarrhea: Continued feeding, and ORT and/or increased fluids",49.1
2378,DHS,2008,Kigali,Feeding practices during diarrhea: ORT and continued feeding,34.5
2379,DHS,2008,Kigali,Fully vaccinated (8 basic antigens),77.8
2380,DHS,2008,Kigali,General fertility rate,142.0
2381,DHS,2008,Kigali,Households with at least one insecticide-treated mosquito net (ITN),66.8
2382,DHS,2008,Kigali,Households with at least one insecticide-treated mosquito net (ITN) for every two persons who stayed in the household the previous night,28.3
2383,DHS,2008,Kigali,Households with electricity,38.4
2384,DHS,2008,Kigali,Infant mortality rate,60.0
2385,DHS,2008,Kigali,Married women currently using any method of contraception,41.8
2386,DHS,2008,Kigali,Married women currently using any modern method of contraception,34.5
2387,DHS,2008,Kigali,Mean ideal number of children for all women,3.1
2388,DHS,2008,Kigali,Measles vaccination received,90.8
2389,DHS,2008,Kigali,Median age at first birth for women age 25-49,22.8
2390,DHS,2008,Kigali,Median duration of any breastfeeding,22.9
2391,DHS,2008,Kigali,Men circumcised,35.2
2392,DHS,2008,Kigali,Men with no education,6.7
2393,DHS,2008,Kigali,Men with secondary or higher education,40.0
2394,DHS,2008,Kigali,Neonatal mortality rate,28.0
2395,DHS,2008,Kigali,Persons with access to an insecticide-treated mosquito net (ITN),50.8
2396,DHS,2008,Kigali,Place of delivery: Health facility,65.06666666666666
2397,DHS,2008,Kigali,Polio 3 vaccination received,84.2
2398,DHS,2008,Kigali,Population using an improved water source,78.3
2399,DHS,2008,Kigali,Population who slept under an insecticide-treated mosquito net (ITN) last night,46.4
2400,DHS,2008,Kigali,Population with an improved sanitation facility,41.1
2401,DHS,2008,Kigali,Postneonatal mortality rate,33.0
2402,DHS,2008,Kigali,Pregnant women who slept under an insecticide-treated net (ITN),61.8
2403,DHS,2008,Kigali,SP/Fansidar 3+ doses during pregnancy,4.0
2404,DHS,2008,Kigali,Tetanus protection at birth,68.73333333333333
2405,DHS,2008,Kigali,Total fertility rate 15-49,4.4
2406,DHS,2008,Kigali,Total wanted fertility rate,3.1
2407,DHS,2008,Kigali,Treatment of diarrhea: Either ORS or RHF,54.900000000000006
2408,DHS,2008,Kigali,Under-five mortality rate,102.0
2409,DHS,2008,Kigali,Unmet need for family planning,26.1
2410,DHS,2008,Kigali,Women who want no more children,55.38571428571429
2411,DHS,2008,Kigali,Women with any anemia,19.1
2412,DHS,2008,Kigali,Women with no education,11.7
2413,DHS,2008,Kigali,Women with secondary or higher education,33.6
2414,DHS,2008,North,Antenatal care from a skilled provider,96.5
2415,DHS,2008,North,Antenatal visits for pregnancy: 4+ visits,27.53333333333333
2416,DHS,2008,North,Assistance during delivery from a skilled provider,53.366666666666674
2417,DHS,2008,North,BCG vaccination received,94.1
2418,DHS,2008,North,Child mortality rate,47.0
2419,DHS,2008,North,Children consuming vitamin A supplements,73.0
2420,DHS,2008,North,Children under 5 who slept under an insecticide-treated net (ITN),52.5
2421,DHS,2008,North,Children with ARI for whom advice or treatment was sought,37.599999999999994
2422,DHS,2008,North,Children with any anemia,36.4
2423,DHS,2008,North,Children with diarrhea,13.25
2424,DHS,2008,North,Children with fever for whom advice or treatment was sought,43.6
2425,DHS,2008,North,Children with fever in the last two weeks,19.85
